sn	Item1	Item2	cond	sess	trial	trial_type	title	typeOfScen	keybResp	keyDef	keybRT	rtBeep	rtDeadline	averageP	sdp	overlap	direct.xVy	overlapRound	correct	avgRT	sdRT	targetPresent	dirOverlap	correct01	res.RT	fit.RT	overlapRoundSN
62	a billionaire	a smartphone	terrorist	1	115	1	simplified	impersonal	d	Yes	8.04109100370863	N/A	-1	0.751703539823009	0.0405160004946282	0.496592920353982	1	0.5	1	2365.63333333333	1471.46144087733	TRUE	0.503407079646018	1	0.615270778319115	7.42582022538952	0.5
62	a celebrity	a cockroach	terrorist	1	102	1	simplified	impersonal	d	Yes	7.15851399732932	N/A	-1	0.907536363636364	0.025968701630491	0.184927272727273	1	0.2	1	2365.63333333333	1471.46144087733	TRUE	0.815072727272727	1	-0.277573069435175	7.4360870667645	0.2
62	an addict	a smartphone	terrorist	1	103	1	simplified	impersonal	d	Yes	6.95463886488099	N/A	-1	0.557512711864407	0.0452002593125871	0.884974576271186	1	0.9	1	2365.63333333333	1471.46144087733	TRUE	0.115025423728814	1	-0.480474618726501	7.43511348360749	0.9
62	an addict	a homeless adult	terrorist	1	13	1	simplified	impersonal	k	No	8.39570329382853	N/A	-1	0.691148	0.0398112928078835	0.617704	-1	0.7	1	2365.63333333333	1471.46144087733	FALSE	-0.382296	1	0.290759673854383	8.10494361997414	0.7
62	an astronaut	a rapist	terrorist	1	108	1	simplified	impersonal	d	Yes	7.14045304310116	N/A	-1	0.0581653846153846	0.0201904498883192	0.116330769230769	1	0.2	1	2365.63333333333	1471.46144087733	TRUE	0.883669230769231	1	-0.290290589054925	7.43074363215608	0.2
62	an assassin	a soldier	terrorist	1	7	1	simplified	impersonal	k	No	8.47407690034261	N/A	-1	0.9263	0.0227412216726183	0.1474	-1	0.2	1	2365.63333333333	1471.46144087733	FALSE	-0.8526	1	0.199122374897344	8.27495452544527	0.2
62	a rabid possum	a smartphone	terrorist	1	64	1	simplified	impersonal	k	No	8.23853693017177	N/A	-1	0.177212	0.0332371443382816	0.354424	-1	0.4	1	2365.63333333333	1471.46144087733	FALSE	-0.645576	1	0.721036292358706	7.51750063781306	0.4
62	a college student	an orphan	terrorist	1	92	1	simplified	impersonal	d	Yes	7.68063742756094	N/A	-1	0.43265811965812	0.0440717836729045	0.865316239316239	-1	0.9	0	2365.63333333333	1471.46144087733	FALSE	-0.134683760683761	0	0.232590044864676	7.44804738269626	0.9
62	an elderly person	a rapist	terrorist	1	94	1	simplified	impersonal	d	Yes	7.12205988162914	N/A	-1	0.0482741935483871	0.0188979943205681	0.0965483870967742	1	0.1	1	2365.63333333333	1471.46144087733	TRUE	0.903451612903226	1	-0.323234916423623	7.44529479805276	0.1
62	a nun	a soldier	terrorist	1	69	1	simplified	impersonal	d	Yes	7.70436116791031	N/A	-1	0.308661290322581	0.0395741053504535	0.617322580645161	-1	0.7	0	2365.63333333333	1471.46144087733	FALSE	-0.382677419354839	0	0.204946700608997	7.49941446730132	0.7
